"","timestamp","type","sourceInstance","sourceID","targetID","targetInstance","abilityGameID","buffs","hitType","amount","unmitigatedAmount","sourceMarker","overkill","resisted","tick","logID","fightID","startTime","endTime","encounterID","kill","duration_s","fight","size","mitigated","targetMarker","absorbed"
"419",20422120,"damage",NA,668,725,NA,67760,"48108.",17,3174,2019,NA,NA,202,NA,"WhCTAzbLQrJPD2HN",39,20386497,20612630,645,0,226.133,39,10,NA,NA,NA
"420",20460618,"damage",NA,668,725,NA,67760,"55637.",2,3701,2119,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",39,20386497,20612630,645,0,226.133,39,10,NA,NA,NA
"421",20544555,"damage",NA,668,725,NA,67760,NA,2,3608,2066,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",39,20386497,20612630,645,0,226.133,39,10,NA,NA,NA
"422",20581537,"damage",NA,668,725,NA,67760,"64868.55637.",1,2575,2278,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",39,20386497,20612630,645,0,226.133,39,10,NA,NA,NA
"423",20592414,"damage",NA,668,725,NA,67760,"54758.26297.28682.55342.55637.48108.12472.53909.",2,3663,2098,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",39,20386497,20612630,645,0,226.133,39,10,NA,NA,NA
"424",20788939,"damage",NA,668,725,NA,67760,"55342.55637.48108.",1,2519,2228,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"425",20800499,"damage",NA,668,725,NA,67760,"54758.26297.28682.55342.12472.",17,2911,2084,NA,NA,417,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"426",20821426,"damage",NA,668,725,NA,67760,NA,16,1957,2165,NA,NA,433,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,208,NA,NA
"427",20838898,"damage",NA,668,725,NA,67760,NA,2,3766,2156,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"428",20851756,"damage",NA,668,725,NA,67760,"55637.",16,2072,2037,NA,NA,204,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"429",20867418,"damage",NA,668,733,1,67760,NA,2,208,2322,NA,3380,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"430",20929346,"damage",NA,668,725,NA,67760,NA,16,1850,2055,NA,NA,206,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,205,NA,NA
"431",20949886,"damage",NA,668,730,6,67760,NA,17,2943,2116,NA,NA,212,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,8,NA
"432",20962694,"damage",NA,668,725,NA,67760,"2825.55342.48108.",17,3044,2179,NA,NA,436,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"433",20974664,"damage",NA,668,725,NA,67760,"54758.26297.2825.55342.55637.48108.12472.53909.",2,3890,2227,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"434",20986594,"damage",NA,668,725,NA,67760,"64868.2825.55342.48108.",2,3861,2211,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"435",20993855,"damage",NA,668,725,NA,67760,"64868.2825.48108.",1,2620,2318,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",40,20774285,21005622,645,0,231.337,40,10,NA,NA,NA
"436",21208977,"damage",NA,668,725,NA,67760,"54758.26297.64868.28682.55637.12472.",1,2305,2039,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"437",21216331,"damage",NA,668,725,NA,67760,"54758.12472.",2,3579,2049,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"438",21235708,"damage",NA,668,725,NA,67760,NA,1,2419,2140,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"439",21258351,"damage",NA,668,730,4,67760,"48108.",1,2125,2125,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,8,NA
"440",21314821,"damage",NA,668,733,9,67760,NA,2,1892,2223,NA,1544,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"441",21337894,"damage",NA,668,725,NA,67760,"48108.",17,3355,2135,NA,NA,214,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"442",21347596,"damage",NA,668,725,NA,67760,"64868.55637.",1,2280,2017,NA,NA,NA,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"443",21356566,"damage",NA,668,725,NA,67760,"64868.",16,2294,2255,NA,NA,226,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
"444",21367605,"damage",NA,668,725,NA,67760,NA,16,1899,2101,2,NA,420,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,202,NA,NA
"445",21383355,"damage",NA,668,725,NA,67760,"54758.28682.55342.12472.53909.",16,2061,2027,1,NA,203,NA,"WhCTAzbLQrJPD2HN",41,21180779,21431463,645,1,250.684,41,10,NA,NA,NA
